Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ali Cohen,Calls - Leila Assil,Calls - Catherine Silvestri,Calls - Joe del Rosario,Calls - Sydney Ireland,Calls - Jenny Allison,Calls - Quinzel Perry,Calls - Ryan Minter,Calls - Hugh Bargeron,Calls - Nick Martino,Salesforce ID
001cv00000AuYum,"Borough Of Sinking Spring, PA",Pennsylvania,Municipality,Hugh Bargeron,4283,,Tier 3,0.75,40.3273,-76.011,f855a6d9-06c5-4e09-b119-a89120b0e629,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYuo,"Borough Of Tarentum, PA",Pennsylvania,Municipality,Ali Cohen,4286,,Tier 3,0.75,40.6015,-79.7598,ed6c9c61-0da3-4e97-83d8-c14dd568a07f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYv2,"Borough Of Chalfont, PA",Pennsylvania,Municipality,Ali Cohen,4296,,Tier 3,0.75,40.2884,-75.2091,ee500d9e-d73f-4779-98f2-5fa8bf73b457,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYvS,"Township Of White Deer, PA",Pennsylvania,Municipality,Catherine Silvestri,4323,,Tier 3,0.75,41.0471,-76.9528,f4e113d3-709e-4ec3-b714-fdf89362a7ac,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYvk,"Township Of Jenkins, PA",Pennsylvania,Municipality,Ali Cohen,4337,,Tier 3,0.75,41.2776,-75.7488,04c6dadd-78d1-475a-bf8f-95d157c06af5,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYwM,"Borough Of Hamburg, PA",Pennsylvania,Municipality,Sydney Ireland,4378,,Tier 3,0.75,40.5556,-75.9819,8bbc985f-43fe-4dbc-9b00-46e887d990a7,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYwN,"Borough Of Scottdale, PA",Pennsylvania,Municipality,Ali Cohen,4378,,Tier 3,0.75,40.1004,-79.587,23b8f2cc-ef12-4d3a-95fd-6d78f9749f7f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYwh,"Borough Of Minersville, PA",Pennsylvania,Municipality,Catherine Silvestri,4393,,Tier 3,0.75,40.6906,-76.2622,8ee5a70e-bda0-422f-8f97-e50c917ed934,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxK,"Borough Of Beaver, PA",Pennsylvania,Municipality,Catherine Silvestri,4398,,Tier 3,0.75,40.6953,-80.3048,f77c588e-517d-40e3-942c-24b413b5e95f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxQ,"Township Of Mckean, PA",Pennsylvania,Municipality,Hugh Bargeron,4402,,Tier 3,0.75,41.9969,-80.1433,b9d7230b-aab2-4d14-86df-b5cec6aa0a5b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxV,"Borough Of Glassport, PA",Pennsylvania,Municipality,Hugh Bargeron,4404,,Tier 3,0.75,40.3248,-79.8923,f1d20c55-6fa6-4720-87fe-f51dd0f9c443,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxl,"Township Of West Penn, PA",Pennsylvania,Municipality,Hugh Bargeron,4417,,Tier 3,0.75,40.7409,-75.961,1c0774a8-5d8c-452a-a2f7-fd9f62cc2aa6,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxu,"Township Of Peters, PA",Pennsylvania,Municipality,Ali Cohen,4423,,Tier 3,0.75,40.2801,-80.087,f776977d-69fb-4b61-9cfb-eb307806a5ad,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYxz,"Township Of Center, PA",Pennsylvania,Municipality,Catherine Silvestri,4424,,Tier 3,0.75,40.6604,-80.2879,9b66abda-8f1c-4269-aa7a-9e0119325358,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYy3,"Township Of Pocopson, PA",Pennsylvania,Municipality,Catherine Silvestri,4427,,Tier 3,0.75,39.9004,-75.6261,f84f0c5e-4328-4b54-9188-73206c4fc2e8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYyB,"Borough Of Honesdale, PA",Pennsylvania,Municipality,Hugh Bargeron,4434,,Tier 3,0.75,41.5768,-75.2588,2452194e-2d4b-42f8-be86-591bc4e6cd77,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYya,"County Of Cameron, PA",Pennsylvania,County,Ali Cohen,4459,,Tier 3,0.75,41.4262,-78.1564,900c403d-db75-481a-82eb-9c91bb91be4a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYye,"Township Of Strasburg, PA",Pennsylvania,Municipality,Catherine Silvestri,4466,,Tier 3,0.75,39.9832,-76.1841,1819afd2-aad0-4057-884d-334559608301,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzD,"Township Of Towamensing, PA",Pennsylvania,Municipality,Ali Cohen,4508,,Tier 3,0.75,40.8733,-75.5975,539ac748-f1bb-46c8-b0ed-6b1df5600249,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzR,"Borough Of Jessup, PA",Pennsylvania,Municipality,Catherine Silvestri,4517,,Tier 3,0.75,41.4687,-75.5621,03bfc0ec-4c4e-417c-bd75-2bcf6156b977,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzS,"Borough Of West Reading, PA",Pennsylvania,Municipality,Hugh Bargeron,4519,,Tier 3,0.75,40.3337,-75.9474,cf043c9d-cd1c-4825-a28a-45941e68ae6c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzV,"Borough Of Hummelstown, PA",Pennsylvania,Municipality,Sydney Ireland,4523,,Tier 3,0.75,40.2654,-76.7083,78798b30-c29c-48a7-bb43-18b586923b4b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzX,"Borough Of Donora, PA",Pennsylvania,Municipality,Catherine Silvestri,4526,,Tier 3,0.75,40.1734,-79.8575,c004e333-2ea6-419f-abc9-0cee7989b277,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYzz,"Borough Of Sellersville, PA",Pennsylvania,Municipality,Hugh Bargeron,4554,,Tier 3,0.75,40.354,-75.3049,121f75da-3bdb-4647-9169-5330875607fe,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ03,"Borough Of Jim Thorpe, PA",Pennsylvania,Municipality,Hugh Bargeron,4560,,Tier 3,0.75,40.8759,-75.7324,197c4810-ec9d-44f9-8534-65428c132947,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ04,"Township Of Warrington, PA",Pennsylvania,Municipality,Sydney Ireland,4561,,Tier 3,0.75,40.2503,-75.1662,7baeb60f-0fcf-47b4-a95f-01f1ea697ff7,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ7s,"Township Of South Huntingdon, PA",Pennsylvania,Municipality,Catherine Silvestri,5374,,Tier 3,0.75,40.1525,-79.6727,c46943a9-0b2b-4ddf-9624-b64178dd18d4,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ8H,"Borough Of California, PA",Pennsylvania,Municipality,Ali Cohen,5453,,Tier 3,0.75,40.0656,-79.8917,4e5dbe34-f1a4-432a-9c0e-47be8f95b214,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZ8I,"Township Of North Sewickley, PA",Pennsylvania,Municipality,Catherine Silvestri,5454,,Tier 3,0.75,40.801,-80.2879,4c2b4c97-aa2e-4c84-884b-cf3aeaa84f6c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZA4,"Borough Of Sugarcreek, PA",Pennsylvania,Municipality,Hugh Bargeron,4773,,Tier 3,0.75,41.4214,-79.8812,7faf76e2-e2f5-42c2-8901-5446216157a0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZA5,"Borough Of Littlestown, PA",Pennsylvania,Municipality,Sydney Ireland,4774,,Tier 3,0.75,39.7445,-77.088,b9abcdda-d12e-4d9b-be2f-797968af1d9e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZAa,"County Of Sullivan, PA",Pennsylvania,County,Catherine Silvestri,5868,,Tier 3,0.75,41.4781,-76.5026,afa5f3c6-7b5a-4abe-bdec-1eff6155c8ee,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZAf,"Township Of St Thomas, PA",Pennsylvania,Municipality,Catherine Silvestri,5884,,Tier 3,0.75,39.9176,-77.7978,2dcf94be-fe61-4538-80d6-32499e71ce48,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZB6,"Township Of Ligonier, PA",Pennsylvania,Municipality,Hugh Bargeron,6025,,Tier 3,0.75,40.2119,-79.1986,debc526f-991b-4cd7-8a95-75f7f1f83198,,,,,,,,,5,2026-05-22,,,,,,,,,5,,
001cv00000AuZBg,"Township Of Georges, PA",Pennsylvania,Municipality,Catherine Silvestri,6246,,Tier 3,0.75,39.8019,-79.7288,090acbd2-1d4c-47d5-8713-873e508bb7f8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZCE,"Township Of Dunbar, PA",Pennsylvania,Municipality,Hugh Bargeron,6569,,Tier 3,0.75,39.9999,-79.6252,6716f022-27bd-4b19-a787-d4bf52bf2435,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZCL,"Township Of Bullskin, PA",Pennsylvania,Municipality,Sydney Ireland,6630,,Tier 3,0.75,40.0957,-79.4929,577e710c-48c0-44d1-b203-d01e9db0e41c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZCq,"Township Of Maxatawny, PA",Pennsylvania,Municipality,Ali Cohen,6873,,Tier 3,0.75,40.5426,-75.6888,e8570e0d-38c1-4974-ba41-91ce57ceee44,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZD7,"County Of Forest, PA",Pennsylvania,County,Hugh Bargeron,7032,,Tier 3,0.75,41.5341,-79.2451,99da6826-929b-4aae-95b7-6f28e0d78049,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZDE,"Township Of Middlesex (Cumberland County), PA",Pennsylvania,Municipality,Ali Cohen,7078,,Tier 3,0.75,40.2493,-77.137,f3033d89-594b-4d32-ab81-7255f5e56af1,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZIE,"Township Of Old Lycoming, PA",Pennsylvania,Municipality,Ali Cohen,4965,,Tier 3,0.75,41.2608,-77.091,439fff0b-097a-4a81-97fe-ef90085a89e8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZJv,"Township Of Longswamp, PA",Pennsylvania,Municipality,Hugh Bargeron,5551,,Tier 3,0.75,40.4982,-75.6549,37c09f76-97fe-49e6-bb23-7193b686890a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZK0,"Township Of Luzerne, PA",Pennsylvania,Municipality,Hugh Bargeron,5602,,Tier 3,0.75,41.2856,-75.901,596d7c50-817e-43ca-af8c-85516d9326c5,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZKW,"Township Of Reading, PA",Pennsylvania,Municipality,Sydney Ireland,5795,,Tier 3,0.75,39.9566,-77.0449,15536bae-f46c-4c69-9e7e-eea90e81b32f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZLc,"Township Of Pine, PA",Pennsylvania,Municipality,Ali Cohen,4791,,Tier 3,0.75,40.6393,-80.0423,a85391bc-326f-4ffe-9983-2148e871cf06,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZLg,"Township Of North Franklin, PA",Pennsylvania,Municipality,Hugh Bargeron,4797,,Tier 3,0.75,40.148,-80.26,8073632d-99fb-4976-affc-38601c034056,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZMT,"Township Of Lower Alsace, PA",Pennsylvania,Municipality,Catherine Silvestri,4837,,Tier 3,0.75,40.3465,-75.8824,7913bf55-80be-47a7-b109-4cf7cf2673e4,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZMW,"Borough Of Fountain Hill, PA",Pennsylvania,Municipality,Catherine Silvestri,4839,,Tier 3,0.75,40.6015,-75.3952,ecad5b79-21d0-4596-9358-a591770d4fce,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZMd,"Township Of Girard, PA",Pennsylvania,Municipality,Sydney Ireland,4848,,Tier 3,0.75,42.0003,-80.3181,a66868d8-4d28-476b-bd91-6116a40a7a4c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZMu,"Borough Of Green Tree, PA",Pennsylvania,Municipality,Hugh Bargeron,4866,,Tier 3,0.75,40.4153,-80.0522,32d20d77-f0b5-4080-bbff-d9a8c6c68a60,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNO,"Township Of Straban, PA",Pennsylvania,Municipality,Sydney Ireland,4901,,Tier 3,0.75,39.8716,-77.1735,f9fa5179-85b2-4a6a-9b9a-536c504eb59e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNP,"Township Of Lower Frederick, PA",Pennsylvania,Municipality,Sydney Ireland,4902,,Tier 3,0.75,40.2753,-75.4568,466a6cdb-327d-4c1c-87cb-3f0c134d273c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNY,"Borough Of Edwardsville, PA",Pennsylvania,Municipality,Catherine Silvestri,4911,,Tier 3,0.75,41.2695,-75.9163,be08fa41-06cb-4be5-83bd-992d725a60a2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNd,"Borough Of Telford, PA",Pennsylvania,Municipality,Catherine Silvestri,4914,,Tier 3,0.75,40.325,-75.3282,30254817-a9d4-4865-97ab-9cd324109d71,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNs,"Borough Of Royersford, PA",Pennsylvania,Municipality,Hugh Bargeron,4935,,Tier 3,0.75,40.1843,-75.538,51071f4c-ce34-42cd-8d90-fe28598822f2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZNu,"Borough Of Westmont, PA",Pennsylvania,Municipality,Ali Cohen,4939,,Tier 3,0.75,40.3156,-78.9517,00723384-f037-4ada-8caa-a455b1ebaf6d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZRW,"Township Of Brecknock, PA",Pennsylvania,Municipality,Ali Cohen,7598,,Tier 3,0.75,40.2335,-75.9812,9d5d6039-8de1-4337-abe5-8dd78e1d15dd,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZRf,"Township Of East Huntingdon, PA",Pennsylvania,Municipality,Catherine Silvestri,7650,,Tier 3,0.75,40.1444,-79.5828,030ac83d-c6aa-40de-93f8-4b4e1a2fc3fd,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSG,"Township Of Redstone, PA",Pennsylvania,Municipality,Ali Cohen,5001,,Tier 3,0.75,40.0748,-79.8037,9fe09156-fb9f-424d-9853-b7264f00495b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSP,"Borough Of Vandergrift, PA",Pennsylvania,Municipality,Catherine Silvestri,5016,,Tier 3,0.75,40.6028,-79.5648,9f37e250-8fcb-43f6-bd79-3690c32583f8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSX,"Borough Of Bridgeport, PA",Pennsylvania,Municipality,Hugh Bargeron,5032,,Tier 3,0.75,40.1051,-75.3452,6125ceed-9bf9-4ab9-8a0b-f12d434e777a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSY,"Township Of Swatara, PA",Pennsylvania,Municipality,Catherine Silvestri,5033,,Tier 3,0.75,40.2451,-76.8101,f10a4182-5781-4c81-8fec-7c75f3ddac75,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSc,"Borough Of Manheim, PA",Pennsylvania,Municipality,Sydney Ireland,5039,,Tier 3,0.75,40.1634,-76.395,bc65e058-b77d-4cea-92da-906efbbc9096,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSe,"Borough Of Duryea, PA",Pennsylvania,Municipality,Hugh Bargeron,5041,,Tier 3,0.75,41.3513,-75.7624,29a45f68-1749-4d65-9703-cb97a22c7823,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSi,"Borough Of Turtle Creek, PA",Pennsylvania,Municipality,Sydney Ireland,5046,,Tier 3,0.75,40.4059,-79.825,6acc5430-e1b2-499e-a57f-98d15b5a91c0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSt,"Borough Of West York, PA",Pennsylvania,Municipality,Ali Cohen,5079,,Tier 3,0.75,39.9536,-76.7591,451d161d-0224-4c0d-9f5f-68afedf3cb6b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZSx,"Borough Of New Freedom, PA",Pennsylvania,Municipality,Sydney Ireland,5090,,Tier 3,0.75,39.7379,-76.7014,c68a6844-8c6a-4300-ac18-d258a27a05a1,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZT9,"Borough Of Clarks Summit, PA",Pennsylvania,Municipality,Hugh Bargeron,5108,,Tier 3,0.75,41.4887,-75.7085,63d3bf30-0cbf-480d-a91d-146d319aff4d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZTU,"Township Of Bedford, PA",Pennsylvania,Municipality,Catherine Silvestri,5142,,Tier 3,0.75,40.0187,-78.5039,fce96bb5-8bac-483d-a3cc-17f3f97da170,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZTb,"Borough Of West Hazleton, PA",Pennsylvania,Municipality,Hugh Bargeron,5160,,Tier 3,0.75,40.9587,-75.996,ffff42a4-d5b7-477d-abfd-df26f1f1b85c,,,,,,,,,1,2026-05-21,,,,,,,,,1,,
001cv00000AuZTn,"Township Of Lackawaxen, PA",Pennsylvania,Municipality,Sydney Ireland,5215,,Tier 3,0.75,41.4765,-75.0845,a2bbc412-83c4-453c-ba99-61fe0ba9206e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZXu,"Township Of North Coventry, PA",Pennsylvania,Municipality,Ali Cohen,8412,,Tier 3,0.75,40.216,-75.679,9908c096-7801-43c5-b2bc-095faefb8661,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZaW,"Township Of Rostraver, PA",Pennsylvania,Municipality,Catherine Silvestri,11361,Open Opportunity,Tier 2,1.0,40.1645,-79.8073,a218d766-347a-4cd4-b51f-62d86e64fcb5,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,5/22/2026,,,8,2026-05-26,,,8,,,,,,,,
001cv00000AuZaf,"Township Of Salisbury, PA",Pennsylvania,Municipality,Sydney Ireland,11483,,Tier 2,1.0,40.5786,-75.4286,2f56bec9-5b95-4a97-8dfa-eb0a6731fabc,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZav,"Township Of North Union, PA",Pennsylvania,Municipality,Hugh Bargeron,11660,,Tier 2,1.0,39.9089,-79.6727,1d9bea42-7ae8-49b5-9dc7-1b23497fe02a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZb2,"Township Of Richland, PA",Pennsylvania,Municipality,Catherine Silvestri,11779,,Tier 2,1.0,40.6517,-79.9528,b0958f44-dd68-486f-94f9-a79e64a9339d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZcP,"Township Of Coal, PA",Pennsylvania,Municipality,Ali Cohen,10041,,Tier 2,1.0,40.7927,-76.5641,b1ae7848-e0da-46a6-9401-822419b6d6bd,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZcX,"Township Of Hazle, PA",Pennsylvania,Municipality,Sydney Ireland,10170,,Tier 2,1.0,40.9568,-76.0276,4c647058-3035-48d8-8953-a4ebe795b658,,,,,,,,,1,2026-05-19,,,,,1,,,,,,
001cv00000AuZdS,"Township Of Schuylkill, PA",Pennsylvania,Municipality,Catherine Silvestri,8778,,Tier 3,0.75,40.1121,-75.4927,a3ff321d-a456-477c-9924-228a8314c950,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZgQ,"Township Of Salisbury, PA",Pennsylvania,Municipality,Sydney Ireland,13622,,Tier 2,1.0,40.5786,-75.4286,48f0c500-0bb9-496b-950b-06f446f283e5,,,,,,,,,2,2026-05-13,,,,,2,,,,,,
001cv00000AuZh4,"County Of Fulton, PA",Pennsylvania,County,Sydney Ireland,14523,,Tier 2,1.0,39.9049,-78.1564,3f9c5b85-29ec-42c9-9806-5b6ce673b694,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZhu,"Borough Of Franklin Park, PA",Pennsylvania,Municipality,Ali Cohen,15319,,Tier 2,1.0,40.5834,-80.0878,84ea2f93-2423-44b8-be4f-224df77de0b7,,,,,,,,,1,2025-12-04,,,,,,1,,,,,
001cv00000AuZlt,"Township Of Fairview (Erie County), PA",Pennsylvania,Municipality,Catherine Silvestri,11125,,Tier 2,1.0,42.0314,-80.2553,9f011e25-d5e8-499a-ae53-4578d276cc11,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZoj,"Township Of Cumru, PA",Pennsylvania,Municipality,Ali Cohen,15626,,Tier 2,1.0,40.2708,-75.9579,c940fe2c-77ec-44ed-995b-7fe607f00b5f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZpE,"Township Of North Fayette, PA",Pennsylvania,Municipality,Sydney Ireland,16120,,Tier 2,1.0,40.4129,-80.221,c7b71b09-e09f-42d7-832a-2b9f2aafecfe,,,,,,,,,6,2026-05-14,,,,,6,,,,,,
001cv00000AuZpK,"County Of Potter, PA",Pennsylvania,County,Hugh Bargeron,16259,,Tier 2,1.0,41.6683,-77.8367,62ba4734-5096-49ec-beed-3598b35bdd37,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZqu,"Township Of Middletown, PA",Pennsylvania,Municipality,Sydney Ireland,16412,,Tier 2,1.0,40.1733,-74.8858,be1c0d15-445f-451a-ac98-1836923d6b4b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZqz,"Township Of Harborcreek, PA",Pennsylvania,Municipality,Catherine Silvestri,16501,,Tier 2,1.0,42.1664,-79.9528,7ad9914a-02d7-48ff-9a68-94c0fbc6151b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuZrD,"Township Of Upper Chichester, PA",Pennsylvania,Municipality,Ali Cohen,16754,Open Opportunity,Tier 2,1.0,39.8405,-75.4363,8b838ad0-2383-44b3-9112-d0a2b3d61b5b,Open,Meeting Booked,Top of Funnel,Ali Cohen,8/7/2026,4/29/2026,,,1,2026-04-28,1,,,,,,,,,,
001cv00000AuZuB,"County Of Montour, PA",Pennsylvania,County,Catherine Silvestri,18087,,Tier 2,1.0,41.0262,-76.6875,7e46df4b-8808-44ef-8cbc-a14763b28cbe,,,,,,,,,,,,,,,,,,,,,
001cv00000Aua7U,"County Of Snyder, PA",Pennsylvania,County,Hugh Bargeron,39621,,Tier 1,1.5,40.7507,-77.0564,854df123-a38b-4980-aaa5-ca3eed0c3f58,,,,,,,,,,,,,,,,,,,,,
001cv00000Aua7b,"County Of Mckean, PA",Pennsylvania,County,Ali Cohen,39941,,Tier 1,1.5,41.8133,-78.4752,6aafba33-200f-4227-97fa-e4de69fbbd53,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaAH,"County Of Juniata, PA",Pennsylvania,County,Ali Cohen,23297,,Tier 2,1.0,40.5522,-77.4243,cae42363-5fbd-4b9e-8864-efbcda009eda,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaBE,"County Of Wyoming, PA",Pennsylvania,County,Ali Cohen,26034,,Tier 1,1.5,41.3117,-75.8374,e818b9f4-4c23-4194-8c0c-3689ffcb2b8b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaDo,"County Of Clarion, PA",Pennsylvania,County,Catherine Silvestri,37156,,Tier 1,1.5,41.1982,-79.4704,836391d5-89a1-4c98-bdcf-c820adc90940,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaDw,"County Of Clinton, PA",Pennsylvania,County,Sydney Ireland,37465,,Tier 1,1.5,40.4912,-80.2972,e037f67e-cead-4eed-b2ce-050d013079d2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaED,"County Of Warren, PA",Pennsylvania,County,Catherine Silvestri,38134,,Tier 1,1.5,41.8143,-79.2902,f2f9a383-a5a7-4085-87e8-af68aa8e0062,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaG0,"County Of Tioga, PA",Pennsylvania,County,Hugh Bargeron,40929,,Tier 1,1.5,41.7649,-77.2865,9344c9f4-ab93-435a-a0ed-3b4d9a564312,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaH4,"County Of Huntingdon, PA",Pennsylvania,County,Ali Cohen,43889,,Tier 1,1.5,40.4155,-78.0195,8cc70de1-fc5c-4da2-a10c-0ded8ed8855b,,,,,,,,,2,2025-11-20,2,,,,,,,,,,
001cv00000AuaJh,"County Of Perry, PA",Pennsylvania,County,Catherine Silvestri,45986,,Tier 1,1.5,40.3714,-77.2405,808024ee-ba7f-4e56-84a7-a4de121e1dd5,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaKk,"County Of Venango, PA",Pennsylvania,County,Hugh Bargeron,49938,,Tier 1,1.5,41.3897,-79.8297,25ff4e1c-e7ba-4d1c-aab3-bc40d5adca96,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaNm,"City Of Lancaster, PA",Pennsylvania,Municipality,Ali Cohen,57503,,Tier S,2.0,40.0403,-76.3042,6f1b1269-676b-449d-9dbb-9ec0ce420a61,,,,,,,,,3,2025-10-22,,,,,,3,,,,,
001cv00000AuaP3,"County Of Armstrong, PA",Pennsylvania,County,Ali Cohen,65093,,Tier S,2.0,40.8791,-79.4704,972af3ce-e80b-4330-9fe0-cfc0cad30405,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaP7,"County Of Carbon, PA",Pennsylvania,County,Catherine Silvestri,65412,,Tier S,2.0,40.902,-75.6674,49cf3fb6-6dc3-4ee4-9f22-b49eb747a907,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaQa,"County Of Indiana, PA",Pennsylvania,County,Sydney Ireland,82886,,Tier S,2.0,40.6215,-79.1525,15cddef9-5a01-448f-bf66-46cdc9620938,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaQr,"Township Of Upper Darby, PA",Pennsylvania,Municipality,Catherine Silvestri,84891,,Tier S,2.0,39.9593,-75.2878,dc607711-54df-4496-a1e6-9c3c34256273,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaTB,"County Of Pike, PA",Pennsylvania,County,Hugh Bargeron,59952,,Tier S,2.0,41.3362,-75.0611,c75a7a15-0042-473d-9248-a5796f60f2da,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaUV,"County Of Northumberland, PA",Pennsylvania,County,Sydney Ireland,91266,,Tier S,2.0,40.8918,-76.7975,76575b33-0624-4f97-a28a-b953eab1140a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaWR,"County Of Somerset, PA",Pennsylvania,County,Hugh Bargeron,73627,,Tier S,2.0,40.0225,-78.9288,1fccc948-a0e2-4219-a655-41574f119b2e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuaX4,"County Of Clearfield, PA",Pennsylvania,County,Catherine Silvestri,80082,,Tier S,2.0,40.952,-78.5661,c902f71c-5e4d-493d-a575-3b8f30b994bf,,,,,,,,,,,,,,,,,,,,,
001cv00000B21pt,"Township Of Clearfield, PA",Pennsylvania,Municipality,Hugh Bargeron,2387,,Tier 3,0.75,40.9986,-78.4736,f1ea4c18-5864-436b-94a2-e3eba7e5f78f,,,,,,,,,,,,,,,,,,,,,
001cv00000B21py,"Township Of Shamokin, PA",Pennsylvania,Municipality,Hugh Bargeron,2388,,Tier 3,0.75,40.789,-76.5588,d3c15633-b9bb-4274-92e6-ae6fa305ead6,,,,,,,,,,,,,,,,,,,,,
001cv00000B21qB,"Township Of Berwick, PA",Pennsylvania,Municipality,Hugh Bargeron,2395,,Tier 3,0.75,41.0545,-76.2333,ad129093-952a-48ff-8346-876e9819abb1,,,,,,,,,,,,,,,,,,,,,
001cv00000B21qD,"Township Of Gilpin, PA",Pennsylvania,Municipality,Catherine Silvestri,2396,,Tier 3,0.75,40.6619,-79.6165,31b130c2-6766-497c-aa05-918274c22357,,,,,,,,,,,,,,,,,,,,,
