Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Ryan Minter,Calls - Quinzel Perry,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Emily Murnane,Calls - Leila Assil,Calls - Lucy Nemerov,Salesforce ID
001cv00000AuaOQ,"County Of Lincoln, MO",Missouri,County,Ben Laddis,61586,,Tier S,2.0,39.067,-90.9821,6779a213-470a-45d4-a8eb-60a5c5584df5,,,,,,,,,,,,,,,,,,,,
001cv00000AuaPc,"County Of St Francois, MO",Missouri,County,Ben Laddis,67541,,Tier S,2.0,37.7653,-90.488,d3458564-d96e-43bb-acc3-79477d8c0fa6,,,,,,,,,2,2025-11-10,,2,,,,,,,,
001cv00000AuaQi,"County Of Buchanan, MO",Missouri,County,Ben Laddis,83853,,Tier S,2.0,39.635,-94.8106,11531246-1037-4705-8ba3-8bc15dcac8ef,,,,,,,,,,,,,,,,,,,,
001cv00000AuaT3,"County Of Newton, MO",Missouri,County,Ben Laddis,59386,,Tier S,2.0,36.9618,-94.3154,83a815c6-71dd-42ca-a6fe-9d94c3d72143,,,,,,,,,,,,,,,,,,,,
001cv00000AuaW5,"City Of St Charles, MO",Missouri,Municipality,Ben Laddis,70820,,Tier S,2.0,38.7833,-90.4816,5b555d9a-54ae-4fdd-810c-35030252fa04,,,,,,,,,2,2025-07-17,,,2,,,,,,,
001cv00000AuaWl,"County Of Cole, MO",Missouri,County,Ben Laddis,77205,,Tier S,2.0,38.5052,-92.263,57aba0bb-8003-49fa-ba0a-de45754b46f4,,,,,,,,,3,2026-01-15,3,,,,,,,,,
001cv00000AuaXG,"County Of Cape Girardeau, MO",Missouri,County,Ben Laddis,82113,,Tier S,2.0,37.3821,-89.6252,88978a29-a0b6-4ae6-a94a-3c2ebcaf9bdd,,,,,,,,,,,,,,,,,,,,
001cv00000B21ps,"Township Of Deer Creek, MO",Missouri,Municipality,Ben Laddis,2387,,Tier 3,0.75,38.426,-94.336,3ca2e2d8-4acc-4835-88d5-4299d89f9294,,,,,,,,,,,,,,,,,,,,
001cv00000B21r3,"Township Of Salem, MO",Missouri,Municipality,Ben Laddis,2419,,Tier 3,0.75,37.6456,-91.536,0599bce8-f02c-4408-bee4-065666fa8ca4,,,,,,,,,,,,,,,,,,,,
001cv00000B21rH,"City Of Hayti, MO",Missouri,Municipality,Ben Laddis,2422,,Tier 3,0.75,36.2337,-89.7495,76581830-37c1-4493-a7b6-11e429056130,,,,,,,,,,,,,,,,,,,,
001cv00000B21rO,"Township Of Salisbury, MO",Missouri,Municipality,Ben Laddis,2424,,Tier 3,0.75,39.4239,-92.8016,7b2478ca-3e0c-4988-a1ae-0a81236be556,,,,,,,,,,,,,,,,,,,,
001cv00000B21rg,"Village Of Four Seasons, MO",Missouri,Municipality,Ben Laddis,2432,,Tier 3,0.75,38.1978,-92.7079,1cb06b4d-7fa6-446f-8e92-74e1d6ce96c0,,,,,,,,,,,,,,,,,,,,
001cv00000B21sV,"City Of Oronogo, MO",Missouri,Municipality,Ben Laddis,2608,,Tier 3,0.75,37.1886,-94.4704,a628c37d-8b32-4f06-81ae-3c176e9dac3a,,,,,,,,,,,,,,,,,,,,
001cv00000B21xB,"City Of Canton, MO",Missouri,Municipality,Ben Laddis,2641,,Tier 3,0.75,40.1294,-91.5187,0e735614-157c-4f71-8d05-6ceff791c08c,,,,,,,,,,,,,,,,,,,,
001cv00000B21yL,"City Of Monroe City, MO",Missouri,Municipality,Ben Laddis,2671,,Tier 3,0.75,39.6537,-91.7346,009beb62-e38c-4c11-80aa-b23cba96d84d,,,,,,,,,,,,,,,,,,,,
001cv00000B21ym,"City Of Green Park, MO",Missouri,Municipality,Ben Laddis,2683,,Tier 3,0.75,38.5224,-90.3367,25f1320b-848f-4732-b221-56392d94210a,,,,,,,,,11,2026-05-04,11,,,,,,,,,
001cv00000B21yt,"City Of Lexington, MO",Missouri,Municipality,Ben Laddis,4564,,Tier 3,0.75,39.1847,-93.8799,1fe21e90-a99d-4114-8f03-6571e1a63523,,,,,,,,,,,,,,,,,,,,
001cv00000B21z6,"City Of Salem, MO",Missouri,Municipality,Ben Laddis,4571,,Tier 3,0.75,37.6456,-91.536,0e2224fc-899c-4390-8165-83a2e9b944d5,,,,,,,,,,,,,,,,,,,,
001cv00000B220L,"City Of Holts Summit, MO",Missouri,Municipality,Ben Laddis,4595,,Tier 3,0.75,38.6403,-92.1224,f381d1af-87f6-4bac-ac04-f125b1e16d9e,,,,,,,,,,,,,,,,,,,,
001cv00000B2218,"City Of Hollister, MO",Missouri,Municipality,Ben Laddis,4644,,Tier 3,0.75,36.6212,-93.2155,7fdb3657-bbf6-475c-b40e-eef6b198c62e,,,,,,,,,3,2026-01-15,3,,,,,,,,,
001cv00000B221I,"City Of Centralia, MO",Missouri,Municipality,Ben Laddis,4657,,Tier 3,0.75,39.2116,-92.1389,16a2a713-984b-4808-8f0a-53b3a7cdcd4f,,,,,,,,,6,2026-04-01,6,,,,,,,,,
001cv00000B221J,"City Of Ste Genevieve, MO",Missouri,Municipality,Ben Laddis,4657,,Tier 3,0.75,37.9787,-90.0476,d5ad8a39-a40c-4165-9ca8-0d08ba9ad430,,,,,,,,,4,2026-05-26,4,,,,,,,,,
001cv00000B221S,"Township Of Castor, MO",Missouri,Municipality,Ben Laddis,4675,,Tier 3,0.75,37.0676,-89.9787,cb682711-a398-48c4-83b8-6a8fdad77229,,,,,,,,,,,,,,,,,,,,
001cv00000B221Y,"City Of Osage Beach, MO",Missouri,Municipality,Ben Laddis,4679,Open Opportunity,Tier 3,0.75,38.1503,-92.618,8f6a50b7-b11b-45b8-9a8f-3daf4df1d71c,Open,Initial Interest,Top of Funnel,Ben Laddis,,5/19/2026,,,5,2026-05-19,5,,,,,,,,,
001cv00000B221k,"City Of Higginsville, MO",Missouri,Municipality,Ben Laddis,4690,,Tier 3,0.75,39.0725,-93.7172,122f48d2-f625-4c22-82be-fdafadd75434,,,,,,,,,,,,,,,,,,,,
001cv00000B221n,"County Of Scotland, MO",Missouri,County,Ben Laddis,4693,,Tier 3,0.75,40.4921,-92.1843,9183d8dd-3b4c-4973-8d0a-d63340803d00,,,,,,,,,,,,,,,,,,,,
001cv00000B221z,"County Of Putnam, MO",Missouri,County,Ben Laddis,4712,,Tier 3,0.75,40.4745,-92.9776,b9f5f87c-9df3-4370-b217-ea1feed436e9,,,,,,,,,,,,,,,,,,,,
001cv00000B2226,"City Of Rock Hill, MO",Missouri,Municipality,Ben Laddis,4718,,Tier 3,0.75,38.6076,-90.3785,2f425dfb-36a6-462b-9ee3-9bccf3216faa,,,,,,,,,,,,,,,,,,,,
001cv00000B222A,"City Of Crystal City, MO",Missouri,Municipality,Ben Laddis,4720,Open Opportunity,Tier 3,0.75,38.227,-90.3855,8c16a3b2-94a0-42b3-97db-cf78f0012c6f,Open,Meeting Booked,Top of Funnel,Ben Laddis,6/2/2026,5/22/2026,,,6,2026-05-22,6,,,,,,,,,
001cv00000B222U,"City Of Platte City, MO",Missouri,Municipality,Ben Laddis,4747,,Tier 3,0.75,39.3703,-94.7825,517928f6-599f-4d09-8668-13d74827cbc0,,,,,,,,,,,,,,,,,,,,
001cv00000bBVfa,Village of Airport Drive,Missouri,Municipality,Asher Rosenfeld,813,,Tier 3,0.75,37.1426,-94.5108,a2046091-ef03-4428-8105-eb4548463217,,,,,,,,,,,,,,,,,,,,
001cv00000bBVfc,Township of Nodaway,Missouri,Municipality,Asher Rosenfeld,814,,Tier 3,0.75,40.2907,-94.8106,988c1fad-d604-4303-95cb-faaddacb6b82,,,,,,,,,,,,,,,,,,,,
001cv00000bBVfg,City of Rockaway Beach,Missouri,Municipality,Asher Rosenfeld,819,,Tier 3,0.75,36.6992,-93.1599,31b04aa2-e5e4-4ab5-bdfa-520dbe9652bc,,,,,,,,,,,,,,,,,,,,
001cv00000bBVlI,City of Sturgeon,Missouri,Municipality,Asher Rosenfeld,963,,Tier 3,0.75,39.2342,-92.2807,892ed2fd-e126-4518-8d07-a75412d43f29,,,,,,,,,,,,,,,,,,,,
001cv00000bBVla,City of Princeton,Missouri,Municipality,Asher Rosenfeld,983,,Tier 3,0.75,40.4008,-93.5805,7c1be70c-29e8-4411-ba95-dc619334ef6f,,,,,,,,,,,,,,,,,,,,
001cv00000bBVlv,Township of Buffalo,Missouri,Municipality,Asher Rosenfeld,1009,,Tier 3,0.75,37.6439,-93.0924,b3085e92-828e-4457-9112-ccd8c96c6840,,,,,,,,,,,,,,,,,,,,
001cv00000bBVm6,City of New Franklin,Missouri,Municipality,Asher Rosenfeld,1021,,Tier 3,0.75,39.0173,-92.7374,73c6f299-4126-4639-9c4d-a4c964207aea,,,,,,,,,,,,,,,,,,,,
001cv00000bBVof,City of Glasgow,Missouri,Municipality,Asher Rosenfeld,1079,,Tier 3,0.75,39.2273,-92.8466,98be1f41-e82c-4b2b-b98c-aaae0dce5dcf,,,,,,,,,,,,,,,,,,,,
001cv00000bBVox,Davis Township,Missouri,Municipality,Asher Rosenfeld,1099,,Tier 3,0.75,38.3577,-93.8859,6dcb3eeb-6849-4c47-923b-1d9d0bd73f13,,,,,,,,,,,,,,,,,,,,
001cv00000bBVx7,City of Rock Port,Missouri,Municipality,Asher Rosenfeld,1238,,Tier 3,0.75,40.4117,-95.5148,1744f495-406c-4feb-8008-5e8b374a86d6,,,,,,,,,,,,,,,,,,,,
001cv00000bBW3y,City of Milan,Missouri,Municipality,Asher Rosenfeld,1749,,Tier 3,0.75,40.2022,-93.1252,17044638-3edf-43cb-afae-4a6740578927,,,,,,,,,,,,,,,,,,,,
001cv00000bBWJy,City of Gallatin,Missouri,Municipality,Asher Rosenfeld,1852,,Tier 3,0.75,39.9145,-93.9622,9a3a2b25-1786-4161-837e-5149cb83631c,,,,,,,,,,,,,,,,,,,,
001cv00000bBWKd,City of Thayer,Missouri,Municipality,Asher Rosenfeld,1904,,Tier 3,0.75,36.5236,-91.5353,83366dea-cb1d-40c6-8390-c94913dd1694,,,,,,,,,,,,,,,,,,,,
001cv00000bBWL0,City of Seymour,Missouri,Municipality,Asher Rosenfeld,1934,,Tier 3,0.75,37.1461,-92.7682,ed243b84-be91-40c7-a822-43c7ac73f0ec,,,,,,,,,,,,,,,,,,,,
001cv00000bBWPF,City of Albany,Missouri,Municipality,Asher Rosenfeld,1710,,Tier 3,0.75,40.25,-94.33,5d8f20d3-c940-4793-91fc-f6e6c8a77dab,,,,,,,,,,,,,,,,,,,,
001cv00000bBWRa,Township of Marceline,Missouri,Municipality,Asher Rosenfeld,2611,,Tier 3,0.75,39.712,-92.9483,7f4eb364-64e8-45e0-9b2b-a188866cd76a,,,,,,,,,,,,,,,,,,,,
001cv00000bBWSP,City of Independence,Missouri,Municipality,Asher Rosenfeld,121629,,Tier S,2.0,39.0911,-94.4155,b974108c-0171-4360-99e2-bbd6e90a9db6,,,,,,,,,,,,,,,,,,,,
001cv00000bBWSb,Jasper County,Missouri,County,Asher Rosenfeld,126479,,Tier S,2.0,37.1746,-94.3565,175df7d5-570f-4dd8-8869-a9df00a75481,,,,,,,,,1,2026-04-28,,,,,,,,,1,
001cv00000bBWSn,City of Columbia,Missouri,Municipality,Asher Rosenfeld,130900,,Tier S,2.0,38.9518,-92.3283,fd81f6fc-5a84-45f2-9c84-e7f8017d86ef,,,,,,,,,,,,,,,,,,,,
001cv00000bBWTk,"City of Springfield, MO",Missouri,Municipality,Asher Rosenfeld,170596,,Tier S,2.0,37.209,-93.2923,a07de456-bcdb-438d-991f-c07c8b52d1f4,,,,,,,,,12,2026-05-21,12,,,,,,,,,
001cv00000bBWU3,Boone County,Missouri,County,Asher Rosenfeld,192154,,Tier S,2.0,39.0469,-92.3814,7f4b65b2-5296-4813-96cb-db058bf2a3ca,,,,,,,,,,,,,,,,,,,,
001cv00000bBWXh,City of Kansas City,Missouri,Municipality,Asher Rosenfeld,516032,,Tier S,2.0,39.0997,-94.5786,d981392c-7e7c-412b-b8be-44f69094d2f0,,,,,,,,,,,,,,,,,,,,
001cv00000bBWZ4,County of St. Louis,Missouri,County,Asher Rosenfeld,992929,,Tier S,2.0,38.6103,-90.4125,ba6903b6-0e5a-4d11-a005-084692042f2c,,,,,,,,,,,,,,,,,,,,
001cv00000bBWtG,Village of Claycomo,Missouri,Municipality,Asher Rosenfeld,1370,,Tier 3,0.75,39.2032,-94.4908,c7578246-5eb4-49da-9470-1c1ea70d2c39,,,,,,,,,,,,,,,,,,,,
001cv00000bBWtw,Township of Lamar,Missouri,Municipality,Asher Rosenfeld,1422,,Tier 3,0.75,37.495,-94.2766,49c41c29-b426-4f8a-bafa-93a7dec0c432,,,,,,,,,,,,,,,,,,,,
001cv00000bBWu0,City of Linn,Missouri,Municipality,Asher Rosenfeld,1431,,Tier 3,0.75,38.4772,-91.8396,73056ee2-5b8c-4a74-b38d-aa6a74c7955d,,,,,,,,,,,,,,,,,,,,
001cv00000bBWz5,Clay County,Missouri,County,Asher Rosenfeld,263370,,Tier S,2.0,39.3176,-94.48,a0e81251-335f-4a24-bc66-0d7890d79bcf,,,,,,,,,,,,,,,,,,,,
001cv00000bBWzI,City of Saint Louis,Missouri,Municipality,Asher Rosenfeld,279695,,Tier S,2.0,38.6274,-90.1982,59ec8a3a-907d-4174-beba-d56632045475,,,,,,,,,,,,,,,,,,,,
001cv00000bBWzJ,City of St. Louis,Missouri,County,Asher Rosenfeld,279695,,Tier S,2.0,38.6274,-90.1982,f81d5903-b85d-466c-8bcc-6354a7a8db25,,,,,,,,,,,,,,,,,,,,
001cv00000bBX14,County of Saint Charles,Missouri,County,Asher Rosenfeld,423726,,Tier S,2.0,38.7833,-90.4816,765fd865-5a8a-44f2-af99-e817ead4c1c4,,,,,,,,,,,,,,,,,,,,
