Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Jenny Allison,Salesforce ID
001cv00000B221Q,"Town Of Valdese, NC",North Carolina,Municipality,Ben Laddis,4672,,Tier 3,0.75,35.7407,-81.5631,f75e8176-bdb1-4ae2-aeb3-6d77ea6eae53,,,,,,,,,7,2025-07-24,7,,,,,
001cv00000B222I,"City Of Raeford, NC",North Carolina,Municipality,Nick Martino,4724,Open Opportunity,Tier 3,0.75,34.981,-79.2242,b6765952-994a-46f3-9345-5e81b1a5e260,Open,Proposal,Mid Funnel,Nick Martino,10/17/2025,10/7/2025,"$15,000",,18,2025-10-07,18,,,,,
001cv00000L8vwM,"City of High Point, NC",North Carolina,Municipality,Nick Martino,118601,Implementation,Tier S,2.0,35.9557,-80.0053,f76911a9-f933-4d04-a35a-9272ca2b4cfa,Closed Won,,,Nick Martino,10/21/2025,10/16/2025,"$241,000",,,,,,,,,
001cv00000NY20c,"County of Onslow, NC",North Carolina,County,Ben Laddis,212954,Open Opportunity,Tier S,2.0,34.654,-77.4702,9c97daf5-5610-43c6-b513-87c335c21063,Open,Initial Interest,Top of Funnel,Jenny Allison,,11/6/2025,,,14,2026-05-26,,6,,8,,
001cv00000U5mfW,Mid-East Commission,North Carolina,Municipality,Ben Laddis,282498,,Tier S,2.0,35.5558,-77.046,76ee91b1-b4f2-4055-ae20-8977d18c749f,,,,,,,,,6,2026-03-18,6,,,,,
001cv00000X6YyX,"City of Wilmington, NC",North Carolina,Municipality,Ben Laddis,122689,,Tier S,2.0,34.2104,-77.8868,,,,,,,,,,8,2026-02-04,8,,,,,
001cv00000X7XSW,"Town of Ocean Isle Beach, NC",North Carolina,Municipality,Nick Martino,867,Nurture,Tier 3,0.75,33.8877,-78.4364,,Closed Lost,,,Nick Martino,3/11/2026,2/25/2026,,,12,2026-03-11,12,,,,,
001cv00000bAeBh,"City of Fayetteville, NC",North Carolina,Municipality,Nick Martino,209496,Open Opportunity,Tier S,2.0,,,6554edef-7e9a-4fe4-b304-9b6e9ad6814c,Open,Meeting Booked,Top of Funnel,Nick Martino,5/29/2026,5/7/2026,,,19,2026-05-22,19,,,,,
001cv00000bB8Pt,Town of Bryson City,North Carolina,Municipality,Ben Laddis,1522,,Tier 3,0.75,35.4309,-83.4474,125c1d3e-779d-4b2d-9010-2c79e5c732ec,,,,,,,,,,,,,,,,
001cv00000bBVeo,Town of Duck,North Carolina,Municipality,Ben Laddis,742,,Tier 3,0.75,36.1696,-75.7552,d71d2179-8f8d-41b1-b112-aa4eae88e5d9,,,,,,,,,,,,,,,,
001cv00000bBVev,Town of Rosman,North Carolina,Municipality,Ben Laddis,751,,Tier 3,0.75,35.1437,-82.8212,7f5d2374-1e49-4a39-9a92-a7d225c71f54,,,,,,,,,,,,,,,,
001cv00000bBVfs,Town of Warrenton,North Carolina,Municipality,Ben Laddis,834,,Tier 3,0.75,36.3985,-78.1553,f6cfcd98-672e-4735-bdb3-0bb7b90a7c2a,,,,,,,,,,,,,,,,
001cv00000bBVhj,Town of Maysville,North Carolina,Municipality,Ben Laddis,843,,Tier 3,0.75,34.9049,-77.2313,def2e66c-5179-4c26-89ba-81e7b3c86361,,,,,,,,,,,,,,,,
001cv00000bBVht,Town of White Lake,North Carolina,Municipality,Ben Laddis,852,,Tier 3,0.75,34.6404,-78.4839,8f713888-a756-4227-a5ea-763fa9b8afaa,,,,,,,,,,,,,,,,
001cv00000bBVim,Town of Holden Beach,North Carolina,Municipality,Ben Laddis,919,,Tier 3,0.75,33.9139,-78.2694,45a05ea0-6dcd-4ab6-9059-9a53d9cefad1,,,,,,,,,,,,,,,,
001cv00000bBVpG,"Town of Highlands, NC",North Carolina,Municipality,Nick Martino,1119,Unviable,Tier 3,0.75,35.7838,-79.188,4c0dedd3-c308-466f-90dd-0fbd4dc8e7df,Open,Initial Interest,Top of Funnel,Nick Martino,,5/7/2026,,,6,2026-05-19,6,,,,,
001cv00000bBVwT,Town of Mount Gilead,North Carolina,Municipality,Ben Laddis,1185,,Tier 3,0.75,35.2149,-80.0023,a931ea30-f6fe-45c3-9a51-ebd5b022c7ee,,,,,,,,,,,,,,,,
001cv00000bBVwg,Town of Pinetops,North Carolina,Municipality,Ben Laddis,1196,,Tier 3,0.75,35.7885,-77.6378,48b40787-2257-443f-8458-6d22cfa7fa7a,,,,,,,,,,,,,,,,
001cv00000bBVwp,Town of Fremont,North Carolina,Municipality,Ben Laddis,1207,,Tier 3,0.75,35.5454,-77.9747,257e99bb-2c1f-491c-988d-44694b4df025,,,,,,,,,,,,,,,,
001cv00000bBVx4,Town of Robersonville,North Carolina,Municipality,Ben Laddis,1229,,Tier 3,0.75,35.8252,-77.2491,b502a874-9037-4992-8fb5-86335f9fdd89,,,,,,,,,,,,,,,,
001cv00000bBVxx,Town of Princeville,North Carolina,Municipality,Ben Laddis,1286,,Tier 3,0.75,35.89,-77.5309,7cb6f762-033d-42fc-8195-5d5a9884771d,,,,,,,,,,,,,,,,
001cv00000bBW3s,Town of Maggie Valley,North Carolina,Municipality,Ben Laddis,1742,,Tier 3,0.75,35.5182,-83.0976,cbeae6b5-a60e-4bd6-8b22-944d645b5119,,,,,,,,,,,,,,,,
001cv00000bBW41,City of Claremont,North Carolina,Municipality,Ben Laddis,1753,,Tier 3,0.75,35.7146,-81.1462,11b449d8-289b-4409-ad0a-45f8d6ad2d23,,,,,,,,,,,,,,,,
001cv00000bBWIg,Town of Andrews,North Carolina,Municipality,Ben Laddis,1762,,Tier 3,0.75,35.2018,-83.8241,69970aa1-6e24-4e57-939e-2422ab3c5c94,,,,,,,,,,,,,,,,
001cv00000bBWIs,Town of Drexel,North Carolina,Municipality,Ben Laddis,1777,,Tier 3,0.75,35.7579,-81.6043,93dce690-bfb6-415f-a869-448d54744ad8,,,,,,,,,,,,,,,,
001cv00000bBWJ4,Town of Ramseur,North Carolina,Municipality,Ben Laddis,1790,,Tier 3,0.75,35.7335,-79.6525,00d78ce4-ca31-47ea-8dc3-a7ab64ec7892,,,,,,,,,,,,,,,,
001cv00000bBWNV,"Town of Manteo, NC",North Carolina,Municipality,Nick Martino,1595,,Tier 3,0.75,,,854c2963-a616-4b58-aeda-78d27c7dbd71,,,,,,,,,4,2026-05-15,4,,,,,
001cv00000bBWNk,Town of Tryon,North Carolina,Municipality,Ben Laddis,1611,,Tier 3,0.75,35.2087,-82.2382,285cb215-ecc7-4e2d-818d-ccecc0d23aea,,,,,,,,,,,,,,,,
001cv00000bBWOn,Town of Kenly,North Carolina,Municipality,Ben Laddis,1687,,Tier 3,0.75,35.5961,-78.1248,602e55ce-ebc8-4538-9f52-395d1cf4839a,,,,,,,,,,,,,,,,
001cv00000bBWOv,Town of Murphy,North Carolina,Municipality,Ben Laddis,1693,,Tier 3,0.75,35.0876,-84.0346,8bf45c06-99f0-432f-8ffd-ba6cff7d0788,,,,,,,,,,,,,,,,
001cv00000bBWQg,Town of Hertford,North Carolina,Municipality,Ben Laddis,1992,,Tier 3,0.75,36.1902,-76.4661,1b7de478-04b9-43fb-8cab-51f05048871e,,,,,,,,,,,,,,,,
001cv00000bBWSM,Wayne County,North Carolina,County,Nick Martino,120338,,Tier S,2.0,35.3565,-77.9739,8c7c4636-f7db-437a-8d87-8092db1820b5,,,,,,,,,,,,,,,,
001cv00000bBWSY,City of Wilmington,North Carolina,Municipality,Nick Martino,125284,,Tier S,2.0,34.2104,-77.8868,091cf23f-6f47-4c9c-8906-c7dcce61042a,,,,,,,,,,,,,,,,
001cv00000bBWTt,Town of Cary,North Carolina,Municipality,Ben Laddis,182659,,Tier S,2.0,35.789,-78.7798,784a76b5-ce58-4f11-ab47-3eed07ce9af1,,,,,,,,,,,,,,,,
001cv00000bBWY0,"Guilford County, NC",North Carolina,County,Nick Martino,558816,,Tier S,2.0,36.09,-79.8297,cc454f26-497c-452f-80a9-522db9fe790d,,,,,,,,,26,2026-04-13,26,,,,,
001cv00000bBWYx,City of Charlotte,North Carolina,Municipality,Ben Laddis,943476,,Tier S,2.0,35.2271,-80.8409,f3640351-d601-4745-a976-c28ea1cb11e2,,,,,,,,,,,,,,,,
001cv00000bBWZH,Mecklenburg County,North Carolina,County,Ben Laddis,1206285,,Tier S,2.0,35.2633,-80.8544,baa43814-954b-47f6-881f-d4e3052e9374,,,,,,,,,,,,,,,,
001cv00000bBWZJ,Wake County,North Carolina,County,Nick Martino,1232444,,Tier S,2.0,35.8032,-78.5661,94da9a58-005f-4f77-ba2a-91026f457aa5,,,,,,,,,,,,,,,,
001cv00000bBWsp,Town of Blowing Rock,North Carolina,Municipality,Ben Laddis,1336,,Tier 3,0.75,36.1351,-81.6776,3a9f32ec-1213-44ef-a9d8-da62dbca104e,,,,,,,,,,,,,,,,
001cv00000bBWss,Town of West Jefferson,North Carolina,Municipality,Ben Laddis,1341,,Tier 3,0.75,36.4037,-81.4929,0fe41c82-9f91-40e8-a892-157c4153cc79,,,,,,,,,,,,,,,,
001cv00000bBWtJ,Town of Weldon,North Carolina,Municipality,Ben Laddis,1372,,Tier 3,0.75,36.4271,-77.5955,35a59b36-0fb8-4469-b557-d966111cacc1,,,,,,,,,,,,,,,,
001cv00000bBWtv,Town of Atlantic Beach,North Carolina,Municipality,Ben Laddis,1421,,Tier 3,0.75,34.699,-76.7402,c5a7fdd9-bef3-41c0-91c5-4912b3e71b4c,,,,,,,,,,,,,,,,
001cv00000bBWtz,Town of Pilot Mountain,North Carolina,Municipality,Ben Laddis,1430,,Tier 3,0.75,36.3865,-80.4695,4246b82f-3bd2-47ec-bf2d-5ed74fe8182c,,,,,,,,,,,,,,,,
001cv00000bBWu2,Town of Pine Knoll Shores,North Carolina,Municipality,Ben Laddis,1435,,Tier 3,0.75,34.6974,-76.8133,91712b71-d84b-4462-b719-08affbdd607f,,,,,,,,,,,,,,,,
001cv00000bBWuL,Town of Biltmore Forest,North Carolina,Municipality,Ben Laddis,1462,,Tier 3,0.75,35.5337,-82.5285,1e0cc849-ccf6-45dd-bfad-97049b9d22cf,,,,,,,,,,,,,,,,
001cv00000bBWuT,Town of Dobson,North Carolina,Municipality,Ben Laddis,1469,,Tier 3,0.75,36.3957,-80.7226,524f74b7-1e02-433e-994a-c7b9a697bc22,,,,,,,,,,,,,,,,
001cv00000bBWyy,City of Winston-Salem,North Carolina,Municipality,Ben Laddis,255769,,Tier S,2.0,36.0948,-80.2434,9c1c2397-43d3-40d7-9583-919a5dc429ad,,,,,,,,,,,,,,,,
001cv00000bBWzH,Buncombe County,North Carolina,County,Ben Laddis,279210,,Tier S,2.0,35.5931,-82.4753,06d3b2c7-e33b-45fa-a93e-1f9c55f0cfd6,,,,,,,,,4,2026-05-26,,4,,,,
001cv00000bBX0F,City of Greensboro,North Carolina,Municipality,Ben Laddis,307381,,Tier S,2.0,36.0726,-79.7915,f4dc1739-b42c-4e1c-b26a-32c54f0ce338,,,,,,,,,,,,,,,,
001cv00000bBX0V,Cumberland County,North Carolina,County,Ben Laddis,338430,,Tier S,2.0,34.9543,-78.7476,fef9d210-794f-46af-a9c2-291d313db3d2,,,,,,,,,,,,,,,,
001cv00000bBX0Z,Durham County,North Carolina,County,Ben Laddis,343628,,Tier S,2.0,36.0484,-78.8836,04546eed-6bf1-4500-a4c4-07083d9551bd,,,,,,,,,,,,,,,,
001cv00000bBX0s,Forsyth County,North Carolina,County,Ben Laddis,398143,,Tier S,2.0,36.12,-80.1875,f17e03b8-d92a-422e-aae7-fbb0499c389e,,,,,,,,,,,,,,,,
001cv00000bBX1P,"City of Raleigh, NC",North Carolina,Municipality,Nick Martino,499825,Open Opportunity,Tier S,2.0,35.7796,-78.6382,bb85cd79-a789-4195-846b-d47e3d3e456e,Open,Initial Interest,Top of Funnel,Nick Martino,,4/15/2026,,,34,2026-05-26,34,,,,,
001cv00000llyYn,"Town of Stantonsburg, NC",North Carolina,Municipality,Ben Laddis,786,Open Opportunity,Tier 3,0.75,35.9706,-79.8957,,Open,Meeting Booked,Top of Funnel,Nick Martino,5/27/2026,5/6/2026,,,10,2026-05-19,8,,,,2,
