Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Sydney Ireland,Calls - Quinzel Perry,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Mihir Shah,Calls - Nick Martino,Calls - Ali Cohen,Calls - Jenny Allison,Calls - Leila Assil,Salesforce ID
001Hr000028ZdIV,"City Of New Brunswick, NJ",New Jersey,Municipality,Nick Martino,55708,,Tier S,2.0,40.4967,-74.4443,d2c36805-66b7-4d6f-8112-df4a03f6b1ae,,,,,,,,,3,2026-05-26,,,,,,,3,,,,
001Hr000028ZdIh,"Borough Of Fair Lawn, NJ",New Jersey,Municipality,Nick Martino,35159,,Tier 1,1.5,40.9355,-74.1339,b685eb37-bc18-4078-b5ba-5cc3f9e50311,,,,,,,,,5,2026-03-20,,3,,2,,,,,,,
001Hr000028ZdIt,"Town Of Kearny, NJ",New Jersey,Municipality,Nick Martino,40370,,Tier 1,1.5,40.7708,-74.1451,c814bcaa-0d20-4a7b-929b-294fbffc4d84,,,,,,,,,2,2026-04-07,,2,,,,,,,,,
001Hr000028ZdJG,"Township Of Ewing, NJ",New Jersey,Municipality,Mihir Shah,37402,,Tier 1,1.5,40.2771,-74.7805,890cf5b9-d472-47e0-8eb8-40f3409c26dd,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdJR,"Manalapan Township, NJ",New Jersey,Municipality,Mihir Shah,40637,,Tier 1,1.5,40.3025,-74.3038,bb7fde69-f42e-492d-9055-5ab842e8d5bd,,,,,,,,,5,2025-07-10,,,,5,,,,,,,
001Hr000028ZdJV,"Township Of Belleville, NJ",New Jersey,Municipality,Nick Martino,37774,,Tier 1,1.5,40.7874,-74.1529,25c4e4d2-0a6c-480b-a5fe-569b5e523bce,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdJf,"Township Of Galloway, NJ",New Jersey,Municipality,Sydney Ireland,37925,,Tier 1,1.5,39.4905,-74.4582,2af2ca1f-9b7a-4e38-a3f8-5bbe2a0e5634,,,,,,,,,2,2026-04-07,,2,,,,,,,,,
001Hr000028ZdJx,"City Of Union City, NJ",New Jersey,Municipality,Nick Martino,65638,,Tier S,2.0,40.7745,-74.0312,85f69488-34ca-4e23-91cd-8fe96f969fc7,,,,,,,,,1,2026-04-07,,1,,,,,,,,,
001Hr000028ZdL8,"Township Of Egg Harbor, NJ",New Jersey,Municipality,Sydney Ireland,47733,,Tier 1,1.5,39.3943,-74.5595,9cd1fc26-bf3e-4a55-b208-9db7ed01e193,,,,,,,,,1,2025-11-12,1,,,,,,,,,,
001Hr000028ZdLW,"Township Of Mount Laurel, NJ",New Jersey,Municipality,Sydney Ireland,45606,,Tier 1,1.5,39.9242,-74.95,2c15517a-9cb6-4b52-be89-5f22d7907b0f,,,,,,,,,12,2026-05-19,,6,,6,,,,,,,
001Hr000028ZdLb,"Township Of South Brunswick, NJ",New Jersey,Municipality,Nick Martino,46649,,Tier 1,1.5,40.4043,-74.5156,24fc0c56-a8d0-4336-9b80-c35ec8b7d48e,,,,,,,,,3,2025-07-29,,,,3,,,,,,,
001Hr000028ZdMc,"Township Of Old Bridge, NJ",New Jersey,Municipality,Nick Martino,67284,Nurture,Tier S,2.0,40.4031,-74.296,c7f096fd-1349-4ce7-b28b-d3a3943e78c3,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,7,2025-11-06,7,,,,,,,,,,
001Hr000028ZdMx,"City Of East Orange, NJ",New Jersey,Municipality,Nick Martino,68903,,Tier S,2.0,40.7627,-74.2121,793098c3-8197-495e-bf32-6deb3e1e9a5a,,,,,,,,,6,2025-11-07,6,,,,,,,,,,
001Hr000028ZdNs,"City Of Bayonne, NJ",New Jersey,Municipality,Nick Martino,69211,Open Opportunity,Tier S,2.0,40.6684,-74.1178,c2e0004e-db5c-45cf-b8e9-70d52b84303f,Open,Initial Interest,Top of Funnel,Ryan Minter,,11/7/2025,,,14,2026-03-16,14,,,,,,,,,,
001Hr000028ZdR3,"Township Of Union (Union County), NJ",New Jersey,Municipality,Nick Martino,59800,,Tier S,2.0,40.6964,-74.27,56236cf0-4c22-44ae-bbe5-280e0eb50f1e,,,,,,,,,9,2025-11-07,9,,,,,,,,,,
001Hr000028ZdUU,"Township Of Irvington, NJ",New Jersey,Municipality,Nick Martino,60403,,Tier S,2.0,40.7264,-74.2286,7faaccc2-0de2-4f93-9a27-9541182883a5,,,,,,,,,8,2025-11-07,8,,,,,,,,,,
001Hr000028ZdUq,"Town Of West New York, NJ",New Jersey,Municipality,Nick Martino,52242,,Tier S,2.0,40.7889,-74.0162,fd4a8689-c537-4d2f-a285-fa52b01b2e24,,,,,,,,,4,2026-05-26,1,,,,,,3,,,,
001Hr000028ZdWC,"Township Of Bloomfield, NJ",New Jersey,Municipality,Nick Martino,52829,,Tier S,2.0,40.8108,-74.1864,dec9cbf6-3411-4e4a-b2cc-a1b6725aa90e,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdWn,"Salem County, NJ",New Jersey,County,Sydney Ireland,65874,,Tier S,2.0,39.5849,-75.3879,82edf3c3-0e5e-432b-a6d6-4a081a8cb142,,,,,,,,,5,2026-05-19,,4,,1,,,,,,,
001Hr000028ZdWw,"Township Of Ocean, NJ",New Jersey,Municipality,Mihir Shah,27912,,Tier 1,1.5,40.2518,-74.0393,a81f1c67-f9db-4bd2-a5d4-945afbae26f7,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdZj,"Township Of Jackson (Ocean County), NJ",New Jersey,Municipality,Sydney Ireland,59614,,Tier S,2.0,40.141,-74.2669,5e4bdf35-d677-4a1f-8503-dd01ed89d849,,,,,,,,,5,2026-05-08,3,2,,,,,,,,,
001Hr000028Zdar,"City Of Perth Amboy, NJ",New Jersey,Municipality,Nick Martino,55291,,Tier S,2.0,40.5086,-74.2679,54a575cd-2ae9-4200-9373-3418d1269a09,,,,,,,,,5,2026-05-26,,,,,,,5,,,,
001Hr000028Zdas,"Township Of Wayne, NJ",New Jersey,Municipality,Nick Martino,54306,,Tier S,2.0,40.9489,-74.2736,ea5c7c84-77ca-4834-9d2d-53435dac33d1,,,,,,,,,8,2026-05-26,,,,,,,8,,,,
001Hr000028Zdfr,"City Of Hoboken, NJ",New Jersey,Municipality,Nick Martino,58690,,Tier S,2.0,40.7371,-74.0313,afce1d89-b1bc-4909-8e93-2faeb958934e,,,,,,,,,1,2026-03-17,,1,,,,,,,,,
001Hr000028Zdg5,"City Of Trenton, NJ",New Jersey,Municipality,Mihir Shah,90457,,Tier S,2.0,40.2202,-74.7642,cf72279f-d473-4ef7-aa30-db9563d2725f,,,,,,,,,15,2026-05-20,8,,,,,7,,,,,
001Hr000028ZdgA,"Township Of Cherry Hill, NJ",New Jersey,Municipality,Sydney Ireland,75474,,Tier S,2.0,39.9139,-75.0102,8bfa67ac-d04b-497e-b7eb-e6e32a5a66dc,,,,,,,,,10,2026-03-17,7,3,,,,,,,,,
001Hr000028ZdgK,"City Of Clifton, NJ",New Jersey,Municipality,Nick Martino,89367,,Tier S,2.0,40.8654,-74.161,abf5f082-8af3-4bc7-880b-dbda39098b3f,,,,,,,,,5,2025-11-05,5,,,,,,,,,,
001Hr000028ZdgP,"City Of Plainfield, NJ",New Jersey,Municipality,Nick Martino,54936,,Tier S,2.0,40.6179,-74.4176,db407b2e-fc90-420a-b6a8-70fe5744b404,,,,,,,,,1,2026-02-19,1,,,,,,,,,,
001Hr000028ZdgZ,"Township Of Parsippany-Troy Hills, NJ",New Jersey,Municipality,Mihir Shah,56120,Open Opportunity,Tier S,2.0,40.8665,-74.41,d7b37f06-075f-49d4-b12c-92a55e6734c8,Open,Initial Interest,Top of Funnel,Ryan Minter,12/4/2025,12/1/2025,,,13,2026-05-18,6,,,,,7,,,,,
001Hr000028Zdgj,"Township Of Gloucester, NJ",New Jersey,Municipality,Sydney Ireland,65842,,Tier S,2.0,39.8137,-75.048,a9024917-b8c8-490f-90c9-3c3ca0630548,,,,,,,,,7,2026-05-19,4,3,,,,,,,,,
001Hr000028Zdgo,"Township Of Middletown, NJ",New Jersey,Municipality,Mihir Shah,67054,Open Opportunity,Tier S,2.0,40.3937,-74.1023,cfb30e9a-6b8c-4ae9-80e2-de3af6bcb3b8,Open,Initial Interest,Top of Funnel,Ryan Minter,10/27/2025,10/23/2025,,,8,2026-05-18,5,,,,,3,,,,,
001Hr000028ZdhD,"Township Of North Bergen, NJ",New Jersey,Municipality,Nick Martino,60612,,Tier S,2.0,40.7849,-74.0332,d4cb14c9-6acd-4261-946a-a4be10bc41c0,,,,,,,,,5,2026-02-02,5,,,,,,,,,,
001Hr000028ZdhN,"Township Of Brick, NJ",New Jersey,Municipality,Sydney Ireland,74903,Open Opportunity,Tier S,2.0,40.0607,-74.1406,c7392680-a141-47be-908b-9b73fbccb65a,Open,Sales Qualified,Mid Funnel,Ryan Minter,10/29/2025,10/23/2025,,,9,2026-03-09,9,,,,,,,,,,
001Hr000028ZdkO,"Sussex County, NJ",New Jersey,County,Mihir Shah,147444,,Tier S,2.0,41.1288,-74.6869,45b09a45-53b7-42fa-b9fd-4276c5072468,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdoA,"Cumberland County, NJ",New Jersey,County,Sydney Ireland,155678,,Tier S,2.0,39.2587,-75.0611,5eb98699-8159-47cf-830e-5f1f03bb59d4,,,,,,,,,3,2026-05-15,,2,,1,,,,,,,
001Hr000028ZdoM,"Warren County, NJ",New Jersey,County,Mihir Shah,112031,,Tier S,2.0,40.8842,-74.9209,5589de4c-f7b2-4299-936f-1cb0c92b031b,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zdsf,"Cape May County, NJ",New Jersey,County,Sydney Ireland,93875,,Tier S,2.0,39.1059,-74.8273,f0e17cb8-d0f8-4dc3-b0e4-ba26526bc310,,,,,,,,,2,2026-01-28,2,,,,,,,,,,
001Hr000028Ze3F,"Township Of Washington, NJ",New Jersey,Municipality,Mihir Shah,9249,,Tier 3,0.75,40.9822,-74.0661,559b8694-9b0d-44d6-91d5-c2495e6e240e,,,,,,,,,,,,,,,,,,,,,
001Hr000028Ze3Z,"Mansfield Township (Burlington County), NJ",New Jersey,Municipality,Sydney Ireland,8841,,Tier 3,0.75,40.0818,-74.7172,c2a72388-c4cc-4b66-b628-1316df0201f2,,,,,,,,,2,2026-05-13,,2,,,,,,,,,
001Hr000028Ze5B,"Township Of Hamilton, NJ",New Jersey,Municipality,Mihir Shah,91605,,Tier S,2.0,40.2309,-74.7227,a8c89ced-4b6b-4d89-8ac1-58ca6fdd8796,,,,,,,,,17,2026-05-21,10,,,,,7,,,,,
001Hr000028Ze5L,"Township Of Franklin (Somerset County), NJ",New Jersey,Municipality,Mihir Shah,68428,,Tier S,2.0,40.4959,-74.5258,e261b7cc-14d0-4429-bfa4-45da25c494fd,,,,,,,,,7,2026-03-16,6,,,1,,,,,,,
001Hr000028Ze6x,"Township Of Washington, NJ",New Jersey,Municipality,Mihir Shah,18166,,Tier 2,1.0,40.9822,-74.0661,95971c36-2e4b-4111-b207-a08224fe92a8,,,,,,,,,6,2025-07-23,,,,6,,,,,,,
001Hr000028Zj9e,"Borough Of Flemington, NJ",New Jersey,Municipality,Mihir Shah,4891,Nurture,Tier 3,0.75,40.5089,-74.8587,adc71d5d-1955-44d8-a385-c9f87dba5cfd,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,,,,
001cv00000AuWPc,"Borough Of Sussex, NJ",New Jersey,Municipality,Mihir Shah,2034,,Tier 3,0.75,41.2078,-74.6072,f5f487b3-19dc-4489-bb18-04ce818eadbf,,,,,,,,,5,2025-09-08,5,,,,,,,,,,
001cv00000AuWa3,"City Of Sea Isle, NJ",New Jersey,Municipality,Sydney Ireland,2107,,Tier 3,0.75,39.1555,-74.6913,e1027aac-7b10-4b6b-9ab5-92dfd52b40c6,,,,,,,,,1,2026-05-07,,1,,,,,,,,,
001cv00000AuWda,"Borough Of Pine Beach, NJ",New Jersey,Municipality,Sydney Ireland,2169,,Tier 3,0.75,39.9377,-74.1748,19b28633-332d-4978-9f7d-ecde90239f65,,,,,,,,,1,2026-05-07,,1,,,,,,,,,
001cv00000AuWpY,"Borough Of Essex Fells, NJ",New Jersey,Municipality,Nick Martino,2182,,Tier 3,0.75,40.8308,-74.2831,3f95d9df-5c79-442d-a522-b85b84d916e8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuWrW,"Township Of Frelinghuysen, NJ",New Jersey,Municipality,Mihir Shah,2222,,Tier 3,0.75,40.9667,-74.8734,2fda6f95-99ac-4b35-94ce-79745ff99893,,,,,,,,,6,2025-09-08,6,,,,,,,,,,
001cv00000AuWrY,"Borough Of Gibbsboro, NJ",New Jersey,Municipality,Sydney Ireland,2224,,Tier 3,0.75,39.8381,-74.9649,33225451-c458-42f1-9f1c-b657707fe3b3,,,,,,,,,2,2025-09-02,2,,,,,,,,,,
001cv00000AuX6M,"Borough Of Ogdensburg, NJ",New Jersey,Municipality,Mihir Shah,2267,,Tier 3,0.75,41.0805,-74.5929,a4932525-e0fd-46bd-9622-d594ae79a4cd,,,,,,,,,1,2025-08-28,1,,,,,,,,,,
001cv00000AuX8k,"Borough Of Wenonah, NJ",New Jersey,Municipality,Sydney Ireland,2315,,Tier 3,0.75,39.7913,-75.1489,fd7150f8-acc5-42e1-a257-81ab822b1a35,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX8x,"Borough Of Woodbine, NJ",New Jersey,Municipality,Sydney Ireland,2320,,Tier 3,0.75,39.2419,-74.8155,80c98422-a1d5-4cb7-bc79-6cf529cbce8f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9k,"Borough Of Alpha, NJ",New Jersey,Municipality,Mihir Shah,2337,,Tier 3,0.75,40.6688,-75.1582,d1390222-c0be-4a5e-9584-d8b3d841ee05,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAQ,"Borough Of Englishtown, NJ",New Jersey,Municipality,Mihir Shah,2355,,Tier 3,0.75,40.2971,-74.3584,aa578206-9b4a-4b56-993f-e2db52ad7d88,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXHu,"Town Of Belvidere, NJ",New Jersey,Municipality,Mihir Shah,2521,,Tier 3,0.75,40.8299,-75.0784,05362b99-a968-4c39-8742-746593f9e698,,,,,,,,,1,2025-10-14,1,,,,,,,,,,
001cv00000AuXNb,"Borough Of Seaside Heights, NJ",New Jersey,Municipality,Sydney Ireland,2470,,Tier 3,0.75,39.9429,-74.0751,bfafa3e1-afe2-44b5-8652-65b0407f96c4,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNt,"Borough Of East Newark, NJ",New Jersey,Municipality,Nick Martino,2477,,Tier 3,0.75,40.7511,-74.164,aa3de8f5-c265-41d5-bf78-68a08b425230,,,,,,,,,2,2025-10-08,2,,,,,,,,,,
001cv00000AuXOb,"City Of Beverly, NJ",New Jersey,Municipality,Sydney Ireland,2491,,Tier 3,0.75,40.0652,-74.9195,fd182643-d27f-4b41-ac6f-32abbfcd885f,,,,,,,,,1,2026-05-22,,1,,,,,,,,,
001cv00000AuXPX,"Township Of Harmony, NJ",New Jersey,Municipality,Mihir Shah,2516,,Tier 3,0.75,40.742,-75.1422,cb9adbd2-4473-43b5-a028-70bf610dec3c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXVU,"Township Of Quinton, NJ",New Jersey,Municipality,Sydney Ireland,2583,,Tier 3,0.75,39.5459,-75.4126,b252ca4a-a772-43ea-84c5-887e13a63dc9,,,,,,,,,7,2026-05-08,5,2,,,,,,,,,
001cv00000AuXVv,"Borough Of Peapack And Gladstone, NJ",New Jersey,Municipality,Mihir Shah,2596,,Tier 3,0.75,40.7213,-74.6671,dcbcd99c-dd1c-49a6-b1f9-6711123c30c3,,,,,,,,,7,2025-10-22,7,,,,,,,,,,
001cv00000AuXgD,"Borough Of Swedesboro, NJ",New Jersey,Municipality,Sydney Ireland,2744,,Tier 3,0.75,39.7473,-75.3109,42a25bc9-2109-4b7e-82d3-8ed8454d9bd1,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXgn,"Borough Of Riverton, NJ",New Jersey,Municipality,Sydney Ireland,2758,,Tier 3,0.75,40.0097,-75.012,841a87f2-c8bc-4d47-8d7e-406b3d9bdcf1,,,,,,,,,1,2026-04-08,,1,,,,,,,,,
001cv00000AuXhW,"Town Of Clinton, NJ",New Jersey,Municipality,Mihir Shah,2779,,Tier 3,0.75,40.6365,-74.9097,22250518-5c61-4109-ae3c-64820e6b95db,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXiP,"Borough Of Pennington, NJ",New Jersey,Municipality,Mihir Shah,2793,,Tier 3,0.75,40.3273,-74.7989,d0b5b382-9d60-4bce-a526-999bf1099b1c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXiW,"Borough Of Spring Lake, NJ",New Jersey,Municipality,Mihir Shah,2796,,Tier 3,0.75,40.153,-74.0271,3452b676-46c7-48e5-bee8-705af237902f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXjn,"City Of Cape May, NJ",New Jersey,Municipality,Sydney Ireland,2834,,Tier 3,0.75,38.9316,-74.9108,79c8f98f-5104-40fc-a513-1c7c9752c278,,,,,,,,,1,2026-05-07,,1,,,,,,,,,
001cv00000AuXlw,"Borough Of Woodlynne, NJ",New Jersey,Municipality,Sydney Ireland,2891,,Tier 3,0.75,39.9175,-75.0956,d31d1087-7af1-4b7c-9f6c-0f9765596cc0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXmJ,"Township Of Knowlton, NJ",New Jersey,Municipality,Mihir Shah,2904,,Tier 3,0.75,40.9326,-75.083,142b93f8-eb9b-4616-8413-85c3a354324e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXzC,"Borough Of Wildwood Crest, NJ",New Jersey,Municipality,Sydney Ireland,3069,,Tier 3,0.75,38.9717,-74.8382,6672b88e-b20c-4925-80e0-c024f8460adb,,,,,,,,,,,,,,,,,,,,,
001cv00000AuXzS,"Borough Of National Park, NJ",New Jersey,Municipality,Sydney Ireland,3074,,Tier 3,0.75,39.866,-75.1797,334fe64f-3075-41cc-a39e-11fd4c6ebf0e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuY2q,"Township Of Alloway, NJ",New Jersey,Municipality,Sydney Ireland,3286,,Tier 3,0.75,39.5613,-75.3626,20e86acd-d8b4-4bce-8c53-d4ca35c6d6c8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYBq,"Borough Of Moonachie, NJ",New Jersey,Municipality,Nick Martino,3108,,Tier 3,0.75,40.8405,-74.0475,0368fa36-30f1-4375-b1e5-3293a4a6e059,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYCM,"Borough Of Woodbury Heights, NJ",New Jersey,Municipality,Sydney Ireland,3127,,Tier 3,0.75,39.815,-75.1483,c17a81c1-0ffd-4414-8449-768ae754aa87,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYCg,"Borough Of Lawnside, NJ",New Jersey,Municipality,Sydney Ireland,3139,,Tier 3,0.75,39.867,-75.0395,332ad477-9a19-4179-9d24-517b9af28fd8,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYCm,"Township Of Long Beach, NJ",New Jersey,Municipality,Sydney Ireland,3143,,Tier 3,0.75,39.6168,-74.2004,d9e61fb5-404d-4a2a-bf53-218106ba36c8,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001cv00000AuYD8,"Township Of Deerfield, NJ",New Jersey,Municipality,Sydney Ireland,3155,,Tier 3,0.75,39.4821,-75.1329,db354f26-ee5b-44bf-a9e7-dfa02294ddb6,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYFJ,"Township Of West Amwell, NJ",New Jersey,Municipality,Mihir Shah,3015,,Tier 3,0.75,40.4027,-74.905,35ebd9df-dfb8-426e-9b9a-693df138c9b9,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYHx,"Borough Of Haworth, NJ",New Jersey,Municipality,Nick Martino,3309,,Tier 3,0.75,40.9606,-73.9837,55e02ba9-f03a-4b1b-997c-1fd8067e8519,,,,,,,,,2,2026-03-18,,2,,,,,,,,,
001cv00000AuYJ4,"Borough Of Saddle River, NJ",New Jersey,Municipality,Nick Martino,3351,,Tier 3,0.75,41.0318,-74.1019,9fee7576-3b23-4189-992f-7058a27fa034,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYLh,"Township Of South Harrison, NJ",New Jersey,Municipality,Sydney Ireland,3445,,Tier 3,0.75,39.7032,-75.2663,3df71e7f-1366-4876-a9ce-173ea93e21b6,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYLo,"Township Of Upper Pittsgrove, NJ",New Jersey,Municipality,Sydney Ireland,3454,,Tier 3,0.75,39.6168,-75.2293,514c294c-d491-44fc-9094-e36889f75c7f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYOU,"Borough Of Monmouth Beach, NJ",New Jersey,Municipality,Mihir Shah,3212,,Tier 3,0.75,40.332,-73.9748,b4dbdb36-b4e6-4a9f-9556-d4c069f846d5,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYPP,"Township Of Pohatcong, NJ",New Jersey,Municipality,Mihir Shah,3254,,Tier 3,0.75,40.676,-75.1594,d4427a42-4d3b-43de-8022-2492fa139543,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYPT,"Township Of Fredon, NJ",New Jersey,Municipality,Mihir Shah,3257,,Tier 3,0.75,41.0346,-74.8155,903a6655-806f-4cfa-9190-0d329561385b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYQ0,"Township Of Franklin (Hunterdon County), NJ",New Jersey,Municipality,Mihir Shah,3280,,Tier 3,0.75,40.5655,-74.9415,e070b589-f887-4f52-91b0-2b6b7428c64d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYQ4,"Borough Of Hamburg, NJ",New Jersey,Municipality,Mihir Shah,3282,,Tier 3,0.75,41.1535,-74.5763,69ed6af6-e0c3-4ec7-ba4a-38e9c8598c8a,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYRF,"Borough Of Stanhope, NJ",New Jersey,Municipality,Mihir Shah,3545,,Tier 3,0.75,40.9073,-74.7082,7bcfb091-046e-40b8-ae1c-76eddcc223ff,,,,,,,,,12,2025-10-15,12,,,,,,,,,,
001cv00000AuYS8,"City Of North Wildwood, NJ",New Jersey,Municipality,Sydney Ireland,3583,,Tier 3,0.75,39.0003,-74.803,9dcd0b80-4360-4a04-972b-a2215506ed21,,,,,,,,,1,2026-05-22,,1,,,,,,,,,
001cv00000AuYS9,"Borough Of High Bridge, NJ",New Jersey,Municipality,Mihir Shah,3584,,Tier 3,0.75,40.67,-74.8947,0ecae994-9af7-4e16-882d-cacc19616dcd,,,,,,,,,12,2025-10-15,12,,,,,,,,,,
001cv00000AuYT0,"Borough Of Tuckerton, NJ",New Jersey,Municipality,Sydney Ireland,3628,,Tier 3,0.75,39.6033,-74.3401,2f4f2ce2-3b96-44fb-ae15-e076714a8efa,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYYu,"Township Of East Amwell, NJ",New Jersey,Municipality,Mihir Shah,3929,,Tier 3,0.75,40.4402,-74.8582,3e09786c-acb8-4343-8e49-66ccd18efcc1,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYdQ,"Township Of Green, NJ",New Jersey,Municipality,Mihir Shah,3651,,Tier 3,0.75,40.974,-74.8209,a40245b6-25ab-41c9-9a51-5aded105cf6e,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYdW,"Borough Of Netcong, NJ",New Jersey,Municipality,Mihir Shah,3658,,Tier 3,0.75,40.8972,-74.7017,e17a06d6-4eed-448b-ae86-139307938497,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYfj,"Borough Of Merchantville, NJ",New Jersey,Municipality,Sydney Ireland,3803,,Tier 3,0.75,39.9505,-75.0487,4e2a1702-b06f-4768-a1d8-ce2d67e7e927,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYfk,"Township Of Montague, NJ",New Jersey,Municipality,Mihir Shah,3803,,Tier 3,0.75,41.2909,-74.7908,59ecd8f1-cbea-4ffa-bad5-ed4ecd6b699b,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYgE,"Township Of Kingwood, NJ",New Jersey,Municipality,Mihir Shah,3824,,Tier 3,0.75,40.4705,-75.0203,5f728a7d-b7d8-4d5d-9a5e-6fb576fe8d9d,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYh9,"Township Of Harding, NJ",New Jersey,Municipality,Mihir Shah,3877,,Tier 3,0.75,40.7457,-74.4972,2ddafa15-326c-4dc5-8459-7e5a675d423c,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYhx,"Borough Of Oaklyn, NJ",New Jersey,Municipality,Sydney Ireland,3913,,Tier 3,0.75,39.9047,-75.079,cb2dfa96-5b7c-40dd-8696-889b1f95f517,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYkU,"Township Of Cranbury, NJ",New Jersey,Municipality,Nick Martino,3943,,Tier 3,0.75,40.316,-74.5089,442f0800-6d84-426a-aeaa-29dc98505526,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYlO,"City Of Bordentown, NJ",New Jersey,Municipality,Sydney Ireland,3990,,Tier 3,0.75,40.1441,-74.7103,b6fddb66-9e3d-4d25-9aaf-599969ff87f2,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYlc,"Township Of Mine Hill, NJ",New Jersey,Municipality,Mihir Shah,3996,,Tier 3,0.75,40.8799,-74.6018,34313aa6-dd22-4f1f-92f6-6feebfe609b7,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYm6,"Township Of Stillwater, NJ",New Jersey,Municipality,Mihir Shah,4020,,Tier 3,0.75,41.0582,-74.8635,98ac6624-c20e-41c0-aabe-ef53ae5c3030,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYnr,"Borough Of Riverdale, NJ",New Jersey,Municipality,Mihir Shah,4103,,Tier 3,0.75,40.9851,-74.3035,aeb3a863-c634-4190-9cc1-3e0a7f3a8f94,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYol,"City Of Lambertville, NJ",New Jersey,Municipality,Mihir Shah,4149,,Tier 3,0.75,40.3661,-74.9428,74d3761c-3d50-4c77-b787-702aa0dc50d6,,,,,,,,,8,2025-10-14,8,,,,,,,,,,
001cv00000AuYp6,"Borough Of Shrewsbury, NJ",New Jersey,Municipality,Mihir Shah,4177,,Tier 3,0.75,40.324,-74.0616,341d66c2-a295-4ec3-ba39-093c3c10637f,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYpl,"Township Of Pilesgrove, NJ",New Jersey,Municipality,Sydney Ireland,4214,,Tier 3,0.75,39.649,-75.3095,0d9889ad-6a8d-45ab-8213-da98590345e9,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYpw,"Borough Of Ho-Ho-Kus, NJ",New Jersey,Municipality,Nick Martino,4222,,Tier 3,0.75,40.9976,-74.1102,358953f2-49ab-493a-9679-ce36c97ac6b0,,,,,,,,,,,,,,,,,,,,,
001cv00000AuYqx,"Borough Of Woodstown, NJ",New Jersey,Municipality,Sydney Ireland,3677,,Tier 3,0.75,39.6514,-75.328,9aa9bcdb-1072-40e8-81c4-05dbce1cab01,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001cv00000AuYrS,"Borough Of South Toms River, NJ",New Jersey,Municipality,Sydney Ireland,3694,,Tier 3,0.75,39.9421,-74.2046,6529f3e0-37ef-45af-bf6e-0f5d0ac43698,,,,,,,,,,,,,,,,,,,,,
