Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Jenny Allison,Calls - Alicia Gopal,Calls - Leila Assil,Calls - Sydney Ireland,Calls - Blake Anderson,Calls - Nick Martino,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Emily Murnane
001cv00000bBVxM,Town of Chilmark,Massachusetts,Municipality,Blake Anderson,1249,,Tier 3,0.75,41.3432,-70.744,924b15e4-fa92-43c5-bef3-c06e663dadd1,,,,,,,,,,,,,,,,,,,
001cv00000bBW42,Town of Conway,Massachusetts,Municipality,Alicia Gopal,1754,,Tier 3,0.75,42.5098,-72.6995,2215cb33-ee30-4293-ab9a-1ecfa9c176f3,,,,,,,,,,,,,,,,,,,
001cv00000bBWBc,Town of Granville,Massachusetts,Municipality,Alicia Gopal,1540,,Tier 3,0.75,42.0997,-72.9224,5fcdf133-ae11-46dc-b4b6-b2adacc0f261,,,,,,,,,,,,,,,,,,,
001cv00000bBWIc,Town of Phillipston,Massachusetts,Municipality,Blake Anderson,1759,,Tier 3,0.75,42.5491,-72.1336,2cb0a982-1d4e-4ddc-bbcc-c638ae6c9209,,,,,,,,,,,,,,,,,,,
001cv00000bBWJT,Town of Buckland,Massachusetts,Municipality,Alicia Gopal,1818,,Tier 3,0.75,42.5923,-72.7918,0ac5a13a-8c1d-4a50-a982-8684bb6aaabb,,,,,,,,,,,,,,,,,,,
001cv00000bBWJZ,Town of Wales,Massachusetts,Municipality,Blake Anderson,1828,,Tier 3,0.75,42.0695,-72.2223,4cb3fa46-42cf-4873-bdf0-306d07c5b559,,,,,,,,,,,,,,,,,,,
001cv00000bBWK7,Town of Leverett,Massachusetts,Municipality,Alicia Gopal,1863,,Tier 3,0.75,42.452,-72.5011,798e7e72-c705-4822-b5fd-2a222d5415ab,,,,,,,,,,,,,,,,,,,
001cv00000bBWKE,Town of Shelburne,Massachusetts,Municipality,Blake Anderson,1874,,Tier 3,0.75,42.5912,-72.6865,4630be20-99d8-4006-9750-a510e1a627dd,,,,,,,,,,,,,,,,,,,
001cv00000bBWKm,Town of Oakham,Massachusetts,Municipality,Alicia Gopal,1914,,Tier 3,0.75,42.3527,-72.045,7c1b1ba9-b960-49f1-a840-0d86a82e27d7,,,,,,,,,,,,,,,,,,,
001cv00000bBWN0,City of New Bedford,Massachusetts,Municipality,Blake Anderson,101318,,Tier S,2.0,41.6341,-70.9277,04781735-cdd8-4175-9965-606368be61dd,,,,,,,,,,,,,,,,,,,
001cv00000bBWN2,City of Quincy,Massachusetts,Municipality,Alicia Gopal,103434,,Tier S,2.0,42.2514,-71.0024,7244816e-0330-40cd-998a-b3809331e494,,,,,,,,,,,,,,,,,,,
001cv00000bBWN3,City of Lynn,Massachusetts,Municipality,Blake Anderson,103489,,Tier S,2.0,42.4698,-70.9569,139a0f82-27de-46a3-8889-e8f5afa8d417,,,,,,,,,4,2026-05-19,,,,,4,,,,
001cv00000bBWN9,City of Brockton,Massachusetts,Municipality,Blake Anderson,105788,,Tier S,2.0,42.0834,-71.0184,ae1a8c31-352b-46e2-a78e-50e86baf33e1,,,,,,,,,,,,,,,,,,,
001cv00000bBWNy,Town of Whately,Massachusetts,Municipality,Blake Anderson,1626,,Tier 3,0.75,42.4398,-72.6348,42584ccc-8697-47e3-aa2f-a2f79f9fe8ab,,,,,,,,,,,,,,,,,,,
001cv00000bBWO1,Town of Westhampton,Massachusetts,Municipality,Alicia Gopal,1629,,Tier 3,0.75,42.3044,-72.7748,8ad402ca-9ce6-4fd3-8e0b-7486b82c9439,,,,,,,,,,,,,,,,,,,
001cv00000bBWO4,Town of Clarksburg,Massachusetts,Municipality,Blake Anderson,1637,,Tier 3,0.75,42.717,-73.0927,dcb355bd-82f2-44f2-82b6-0a90df453d71,,,,,,,,,,,,,,,,,,,
001cv00000bBWO6,Town of Russell,Massachusetts,Municipality,Alicia Gopal,1640,,Tier 3,0.75,42.1899,-72.8591,b28a911f-12e3-4780-b17a-427843af94d2,,,,,,,,,,,,,,,,,,,
001cv00000bBWOD,Town of Colrain,Massachusetts,Municipality,Blake Anderson,1643,,Tier 3,0.75,42.6731,-72.6968,696d5b23-01f1-4f29-909e-9553f4e3aa8b,,,,,,,,,,,,,,,,,,,
001cv00000bBWOR,Town of Erving,Massachusetts,Municipality,Alicia Gopal,1661,,Tier 3,0.75,42.6001,-72.3981,7e742f51-29d8-4ab5-a66d-c3b480c15164,,,,,,,,,,,,,,,,,,,
001cv00000bBWOm,Town of Ashfield,Massachusetts,Municipality,Alicia Gopal,1685,,Tier 3,0.75,42.5265,-72.7884,ef17ff0e-9379-475c-8ca0-b7c469c16bf2,,,,,,,,,,,,,,,,,,,
001cv00000bBWPO,Town of Shutesbury,Massachusetts,Municipality,Blake Anderson,1717,,Tier 3,0.75,42.4565,-72.4098,ea5d856e-8428-4126-8e6c-243bed3dca62,,,,,,,,,,,,,,,,,,,
001cv00000bBWTW,City of Springfield,Massachusetts,Municipality,Blake Anderson,154888,,Tier S,2.0,42.1013,-72.5893,80631172-e33a-4b96-8dd7-10f88cbeb6a0,,,,,,,,,,,,,,,,,,,
001cv00000bBWXu,Plymouth County,Massachusetts,County,Alicia Gopal,542090,,Tier S,2.0,41.912,-70.7168,c7879162-ca50-45f9-9c0b-5f8a2f10fbd0,,,,,,,,,,,,,,,,,,,
001cv00000bBWYL,City of Boston,Massachusetts,Municipality,Blake Anderson,673458,,Tier S,2.0,42.3555,-71.0565,0d004af4-b760-4ebc-9cd8-f3532067d481,,,,,,,,,,,,,,,,,,,
001cv00000bBWYV,Norfolk County,Massachusetts,County,Blake Anderson,740754,,Tier S,2.0,42.1767,-71.1449,5e593d35-45d0-49d4-81d5-9b8e21731e03,,,,,,,,,,,,,,,,,,,
001cv00000bBWym,Barnstable County,Massachusetts,County,Alicia Gopal,232570,,Tier S,2.0,41.7371,-70.1381,146abfff-4ead-4c31-93dd-cb4dd0290a99,,,,,,,,,,,,,,,,,,,
